PAŃSTWO;MIEJSCOWOŚĆ;ULICA;NUMER;KOD 
Polska;Warszawa;al. Jana Kasprowicza;78;00-545
Polska;Warszawa;al. Jana Kasprowicza;11;00-546
Polska;Warszawa;al. Jana Kasprowicza;74;00-547
Polska;Warszawa;al. Jana Kasprowicza;21;00-548
Polska;Warszawa;al. Jana Kasprowicza;7;00-548
Polska;Warszawa;al. Jana Kasprowicza;76;00-549
Polska;Warszawa;al. Jana Kasprowicza;90;00-550
Polska;Warszawa;al. Jana Kasprowicza;43;00-551
Polska;Warszawa;al. Jana Kasprowicza;6;00-552
Polska;Warszawa;al. Jana Kasprowicza;40;00-553
Polska;Warszawa;al. Jana Kasprowicza;7;00-554
Polska;Warszawa;al. Jana Kasprowicza;33c;00-555
Polska;Warszawa;al. Jana Kasprowicza;83;00-556
Polska;Warszawa;al. Jana Kasprowicza;11;00-557
Polska;Warszawa;al. Jana Kasprowicza;87c;00-558
Polska;Warszawa;al. Jana Kasprowicza;54a;00-559
Polska;Warszawa;al. Jana Kasprowicza;10;00-559
Polska;Warszawa;al. Jana Kasprowicza;35;00-559
Polska;Warszawa;al. Jana Kasprowicza;25;00-560
Polska;Warszawa;al. Jana Kasprowicza;88;00-561
Polska;Warszawa;al. Jana Kasprowicza;94;00-562
Polska;Warszawa;al. Jana Kasprowicza;87;00-562
Polska;Warszawa;al. Jana Kasprowicza;89;00-563
Polska;Warszawa;al. Jana Kasprowicza;26a;00-564
Polska;Warszawa;al. Jana Kasprowicza;86b;00-565
Polska;Warszawa;al. Jana Kasprowicza;31;00-566
Polska;Warszawa;al. Jana Kasprowicza;60c;00-567
Polska;Warszawa;al. Jana Kasprowicza;70;00-568
Polska;Warszawa;al. Jana Kasprowicza;56;00-569
Polska;Warszawa;al. Jana Kasprowicza;59b;00-570
Polska;Warszawa;al. Jana Kasprowicza;17;00-570
Polska;Warszawa;al. Jana Kasprowicza;97;00-571
Polska;Warszawa;al. Jana Kasprowicza;55;00-572
Polska;Warszawa;al. Jana Kasprowicza;70;00-573
Polska;Warszawa;al. Jana Kasprowicza;14;00-574
Polska;Warszawa;al. Jana Kasprowicza;19;00-574
Polska;Warszawa;al. Jana Kasprowicza;65;00-575
Polska;Warszawa;al. Jana Kasprowicza;47c;00-575
Polska;Warszawa;al. Jana Kasprowicza;98;00-576
Polska;Warszawa;al. Jana Kasprowicza;6c;00-577
Polska;Warszawa;al. Jana Kasprowicza;90;00-578
Polska;Warszawa;al. Jana Kasprowicza;3c;00-580
Polska;Warszawa;al. Jana Kasprowicza;69;00-581
Polska;Warszawa;al. Jana Kasprowicza;50;00-581
Polska;Warszawa;al. Jana Kasprowicza;36c;00-582
Polska;Warszawa;al. Jana Kasprowicza;100;00-583
Polska;Warszawa;al. Jana Kasprowicza;24;00-584
Polska;Warszawa;al. Jana Kasprowicza;75;00-585
Polska;Warszawa;al. Jana Kasprowicza;60;00-586
Polska;Warszawa;al. Jana Kasprowicza;32;00-587
Polska;Warszawa;al. Jana Kasprowicza;74;00-588
Polska;Warszawa;al. Jana Kasprowicza;78;00-589
Polska;Warszawa;al. Jana Kasprowicza;76;00-590
Polska;Warszawa;al. Jana Kasprowicza;90;00-591
Polska;Warszawa;al. Jana Kasprowicza;56a;00-591
Polska;Warszawa;al. Jana Kasprowicza;68;00-592
Polska;Warszawa;al. Jana Kasprowicza;9;00-594
Polska;Warszawa;al. Jana Kasprowicza;50;00-605
Polska;Warszawa;al. Jana Kasprowicza;13;00-608
Polska;Warszawa;al. Jana Kasprowicza;90;00-609
Polska;Warszawa;al. Jana Kasprowicza;78;00-610
Polska;Warszawa;al. Jana Kasprowicza;88;00-611
Polska;Warszawa;al. Jana Kasprowicza;7;00-613
Polska;Warszawa;al. Jana Kasprowicza;65;00-614
Polska;Warszawa;al. Jana Kasprowicza;8;00-620
Polska;Warszawa;al. Jana Kasprowicza;49;00-621
Polska;Warszawa;al. Jana Kasprowicza;97b;00-622
Polska;Warszawa;al. Jana Kasprowicza;77;00-623
Polska;Warszawa;al. Jana Kasprowicza;65;00-624
Polska;Warszawa;al. Jana Kasprowicza;79;00-625
Polska;Warszawa;al. Jana Kasprowicza;77;00-626
Polska;Warszawa;al. Jana Kasprowicza;98a;00-627
Polska;Warszawa;al. Jana Kasprowicza;47;00-628
Polska;Warszawa;al. Jana Kasprowicza;28c;00-629
Polska;Warszawa;al. Jana Kasprowicza;61;00-630
Polska;Warszawa;al. Jana Kasprowicza;79b;00-631
Polska;Warszawa;al. Jana Kasprowicza;98;00-632
Polska;Warszawa;al. Jana Kasprowicza;27;00-633
Polska;Warszawa;al. Jana Kasprowicza;92;00-634
Polska;Warszawa;al. Jana Kasprowicza;12;00-634
Polska;Warszawa;al. Jana Kasprowicza;60c;00-635
Polska;Warszawa;al. Jana Kasprowicza;57;00-635
Polska;Warszawa;al. Jana Kasprowicza;21;00-636
Polska;Warszawa;al. Jana Kasprowicza;22;00-637
Polska;Warszawa;al. Jana Kasprowicza;28c;00-638
Polska;Warszawa;al. Jana Kasprowicza;30;00-639
Polska;Warszawa;al. Jana Kasprowicza;52c;00-640
Polska;Warszawa;al. Jana Kasprowicza;25;00-641
Polska;Warszawa;al. Jana Kasprowicza;18;00-642
Polska;Warszawa;al. Jana Kasprowicza;87;00-643
Polska;Warszawa;al. Jana Kasprowicza;35b;00-644
Polska;Warszawa;al. Jana Kasprowicza;35b;00-645
Polska;Warszawa;al. Jana Kasprowicza;71b;00-646
Polska;Warszawa;al. Jana Kasprowicza;99;00-647
Polska;Warszawa;al. Jana Kasprowicza;54;00-648
Polska;Warszawa;al. Jana Kasprowicza;31;00-649
Polska;Warszawa;al. Jana Kasprowicza;14;00-650
Polska;Warszawa;al. Jana Kasprowicza;23;00-651
Polska;Warszawa;al. Jana Kasprowicza;24;00-653
Polska;Warszawa;al. Jana Kasprowicza;44c;00-654
Polska;Warszawa;al. Jana Kasprowicza;4c;00-655
Polska;Warszawa;al. Kasztanowa;97a;00-656
Polska;Warszawa;al. Kasztanowa;9;00-657
Polska;Warszawa;al. Kasztanowa;20;00-658
Polska;Warszawa;al. Kasztanowa;32c;00-659
Polska;Warszawa;al. Kasztanowa;24;00-660
Polska;Warszawa;al. Kasztanowa;72;00-660
Polska;Warszawa;al. Kasztanowa;77;00-661
Polska;Warszawa;al. Kasztanowa;80;00-662
Polska;Warszawa;al. Kasztanowa;88;00-663
Polska;Warszawa;al. Kasztanowa;16;00-664
Polska;Warszawa;al. Kasztanowa;80;00-664
Polska;Warszawa;al. Kasztanowa;10c;00-665
Polska;Warszawa;al. Kasztanowa;76;00-666
Polska;Warszawa;al. Kasztanowa;98;00-667
Polska;Warszawa;al. Kasztanowa;55;00-668
Polska;Warszawa;al. Kasztanowa;97;00-668
Polska;Warszawa;al. Kasztanowa;57;00-669
Polska;Warszawa;al. Kasztanowa;22b;00-670
Polska;Warszawa;al. Kasztanowa;38;00-671
Polska;Warszawa;al. Kasztanowa;11;00-672
Polska;Warszawa;al. Kasztanowa;14;00-673
Polska;Warszawa;al. Kasztanowa;75;00-674
Polska;Warszawa;al. Kasztanowa;80;00-675
Polska;Warszawa;al. Kasztanowa;73;00-676
Polska;Warszawa;al. Kasztanowa;80b;00-677
Polska;Warszawa;al. Kasztanowa;48;00-678
Polska;Warszawa;al. Kasztanowa;13a;00-679
Polska;Warszawa;al. Kasztanowa;31;00-680
Polska;Warszawa;al. Kasztanowa;75;00-680
Polska;Warszawa;al. Kasztanowa;38;00-681
Polska;Warszawa;al. Kasztanowa;61a;00-682
Polska;Warszawa;al. Kasztanowa;60b;00-683
Polska;Warszawa;al. Kasztanowa;9c;00-684
Polska;Warszawa;al. Kasztanowa;29;00-685
Polska;Warszawa;al. Kasztanowa;31;00-686
Polska;Warszawa;al. Kasztanowa;57;00-687
Polska;Warszawa;al. Kasztanowa;68c;00-688
Polska;Warszawa;al. Kasztanowa;65;00-689
Polska;Warszawa;al. Kasztanowa;15;00-691
Polska;Warszawa;al. Kasztanowa;14;00-692
Polska;Warszawa;al. Kasztanowa;76c;00-693
Polska;Warszawa;al. Kasztanowa;59;00-694
Polska;Warszawa;al. Kasztanowa;17;00-695
Polska;Warszawa;al. Kasztanowa;30;00-696
Polska;Warszawa;al. Kasztanowa;94b;00-697
Polska;Warszawa;al. Kasztanowa;8b;00-698
Polska;Warszawa;al. Kasztanowa;79;00-699
Polska;Warszawa;al. Klonowa;55a;00-701
Polska;Warszawa;al. Klonowa;22;00-702
Polska;Warszawa;al. Klonowa;4a;00-703
Polska;Warszawa;al. Klonowa;99;00-703
Polska;Warszawa;al. Klonowa;85;00-704
Polska;Warszawa;al. Klonowa;10;00-704
Polska;Warszawa;al. Klonowa;73;00-705
Polska;Warszawa;al. Klonowa;52;00-705
Polska;Warszawa;al. Klonowa;40;00-705
Polska;Warszawa;al. Klonowa;32a;00-706
Polska;Warszawa;al. Klonowa;37;00-707
Polska;Warszawa;al. Klonowa;30a;00-707
Polska;Warszawa;al. Klonowa;22;00-707
Polska;Warszawa;al. Klonowa;39;00-707
Polska;Warszawa;al. Jana Kochanowskiego;20b;00-707
Polska;Warszawa;al. Jana Kochanowskiego;28;00-707
Polska;Warszawa;al. Jana Kochanowskiego;98;00-707
Polska;Warszawa;al. Jana Kochanowskiego;64;00-708
Polska;Warszawa;al. Jana Kochanowskiego;59c;00-709
Polska;Warszawa;al. Jana Kochanowskiego;76;00-710
Polska;Warszawa;al. Jana Kochanowskiego;56b;00-710
Polska;Warszawa;al. Jana Kochanowskiego;80a;00-710
Polska;Warszawa;al. Jana Kochanowskiego;62;00-710
Polska;Warszawa;al. Jana Kochanowskiego;80;00-710
Polska;Warszawa;al. Jana Kochanowskiego;46;00-711
Polska;Warszawa;al. Jana Kochanowskiego;83c;00-711
Polska;Warszawa;al. Jana Kochanowskiego;72a;00-712
Polska;Warszawa;al. Jana Kochanowskiego;13;00-712
Polska;Warszawa;al. Jana Kochanowskiego;71;00-712
Polska;Warszawa;al. Jana Kochanowskiego;38;00-712
Polska;Warszawa;al. Jana Kochanowskiego;75c;00-712
Polska;Warszawa;al. Jana Kochanowskiego;23;00-712
Polska;Warszawa;al. Jana Kochanowskiego;32;00-713
Polska;Warszawa;al. Jana Kochanowskiego;95c;00-713
Polska;Warszawa;al. Jana Kochanowskiego;73b;00-713
Polska;Warszawa;al. Jana Kochanowskiego;41;00-713
Polska;Warszawa;al. Jana Kochanowskiego;35;00-713
Polska;Warszawa;al. Jana Kochanowskiego;1c;00-713
Polska;Warszawa;al. Jana Kochanowskiego;13;00-713
Polska;Warszawa;al. Jana Kochanowskiego;14;00-713
Polska;Warszawa;al. Jana Kochanowskiego;49;00-713
Polska;Warszawa;al. Jana Kochanowskiego;33b;00-713
Polska;Warszawa;al. Jana Kochanowskiego;49;00-713
Polska;Warszawa;al. Jana Kochanowskiego;100;00-713
Polska;Warszawa;al. Jana Kochanowskiego;4a;00-713
Polska;Warszawa;al. Jana Kochanowskiego;52a;00-714
Polska;Warszawa;al. Jana Kochanowskiego;11;00-715
Polska;Warszawa;al. Jana Kochanowskiego;91;00-716
Polska;Warszawa;al. Jana Kochanowskiego;18;00-717
Polska;Warszawa;al. Jana Kochanowskiego;67;00-718
Polska;Warszawa;al. Jana Kochanowskiego;5b;00-719
Polska;Warszawa;al. Jana Kochanowskiego;42;00-719
Polska;Warszawa;al. Jana Kochanowskiego;67a;00-720
Polska;Warszawa;al. Jana Kochanowskiego;93c;00-721
Polska;Warszawa;al. Jana Kochanowskiego;6;00-722
Polska;Warszawa;al. Jana Kochanowskiego;68b;00-723
Polska;Warszawa;al. Jana Kochanowskiego;96;00-724
Polska;Warszawa;al. Jana Kochanowskiego;56a;00-725
Polska;Warszawa;al. Jana Kochanowskiego;85a;00-726
Polska;Warszawa;al. Jana Kochanowskiego;65;00-727
Polska;Warszawa;al. Jana Kochanowskiego;48;00-727
Polska;Warszawa;al. Jana Kochanowskiego;54;00-727
Polska;Warszawa;al. Jana Kochanowskiego;23;00-728
Polska;Warszawa;al. Jana Kochanowskiego;41c;00-728
Polska;Warszawa;al. Jana Kochanowskiego;85;00-730
Polska;Warszawa;al. Jana Kochanowskiego;77;00-730
Polska;Warszawa;al. Jana Kochanowskiego;76;00-731
Polska;Warszawa;al. Jana Kochanowskiego;35a;00-732
Polska;Warszawa;al. Jana Kochanowskiego;29;00-732
Polska;Warszawa;al. Jana Kochanowskiego;59;00-733
Polska;Warszawa;al. Jana Kochanowskiego;10;00-733
Polska;Warszawa;al. Jana Kochanowskiego;89;00-734
Polska;Warszawa;al. Jana Kochanowskiego;16;00-735
Polska;Warszawa;al. Jana Kochanowskiego;46a;00-736
Polska;Warszawa;al. Jana Kochanowskiego;48c;00-737
Polska;Warszawa;al. Jana Kochanowskiego;85;00-738
Polska;Warszawa;al. Jana Kochanowskiego;78;00-739
Polska;Warszawa;al. Jana Kochanowskiego;55b;00-740
Polska;Warszawa;al. Jana Kochanowskiego;23;00-741
Polska;Warszawa;al. Jana Kochanowskiego;94;00-742
Polska;Warszawa;al. Jana Kochanowskiego;20;00-743
Polska;Warszawa;al. Jana Kochanowskiego;86a;00-745
Polska;Warszawa;al. Jana Kochanowskiego;37;00-745
Polska;Warszawa;al. Jana Kochanowskiego;48;00-745
Polska;Warszawa;al. Jana Kochanowskiego;37;00-746
Polska;Warszawa;al. Jana Kochanowskiego;78c;00-747
Polska;Warszawa;al. Jana Kochanowskiego;84b;00-748
Polska;Warszawa;al. Jana Kochanowskiego;59;00-749
Polska;Warszawa;al. Jana Kochanowskiego;67;00-750
Polska;Warszawa;al. Jana Kochanowskiego;10;00-752
Polska;Warszawa;al. Jana Kochanowskiego;33;00-753
Polska;Warszawa;al. Jana Kochanowskiego;81;00-754
Polska;Warszawa;al. Jana Kochanowskiego;8b;00-758
Polska;Warszawa;al. Jana Kochanowskiego;37;00-759
Polska;Warszawa;al. Jana Kochanowskiego;22;00-759
Polska;Warszawa;al. Jana Kochanowskiego;54b;00-759
Polska;Warszawa;al. Jana Kochanowskiego;41b;00-761
Polska;Warszawa;al. Jana Kochanowskiego;36;00-762
Polska;Warszawa;al. Jana Kochanowskiego;44;00-763
Polska;Warszawa;al. Jana Kochanowskiego;2;00-764
Polska;Warszawa;al. Jana Kochanowskiego;51;00-764
Polska;Warszawa;al. Jana Kochanowskiego;6;00-765
Polska;Warszawa;al. Jana Kochanowskiego;79;00-766
Polska;Warszawa;al. Jana Kochanowskiego;41b;00-767
Polska;Warszawa;al. Jana Kochanowskiego;38b;00-768
Polska;Warszawa;al. Jana Kochanowskiego;57;00-769
Polska;Warszawa;al. Jana Kochanowskiego;3;00-769
Polska;Warszawa;al. Jana Kochanowskiego;58;00-769
Polska;Warszawa;al. Jana Kochanowskiego;50c;00-770
Polska;Warszawa;al. Jana Kochanowskiego;100;00-771
Polska;Warszawa;al. Jana Kochanowskiego;47;00-772
Polska;Warszawa;al. Jana Kochanowskiego;88;00-774
Polska;Warszawa;al. Jana Kochanowskiego;96;00-775
Polska;Warszawa;al. Jana Kochanowskiego;53c;00-777
Polska;Warszawa;al. Jana Kochanowskiego;97;00-777
Polska;Warszawa;al. Jana Kochanowskiego;62c;00-777
Polska;Warszawa;al. Jana Kochanowskiego;29;00-778
Polska;Warszawa;al. Jana Kochanowskiego;15;00-780
Polska;Warszawa;al. Jana Kochanowskiego;54c;00-781
Polska;Warszawa;al. Jana Kochanowskiego;95;00-781
Polska;Warszawa;al. Jana Kochanowskiego;57;00-782
Polska;Warszawa;al. Jana Kochanowskiego;48b;00-783
Polska;Warszawa;al. Jana Kochanowskiego;68;00-784
Polska;Warszawa;al. Jana Kochanowskiego;51c;00-785
Polska;Warszawa;al. Jana Kochanowskiego;68;00-785
Polska;Warszawa;al. Jana Kochanowskiego;86c;00-785
Polska;Warszawa;al. Jana Kochanowskiego;13;00-787
Polska;Warszawa;al. Jana Kochanowskiego;1;00-788
Polska;Warszawa;al. Jana Kochanowskiego;39;00-789
Polska;Warszawa;al. Jana Kochanowskiego;25;00-789
Polska;Warszawa;al. Jana Kochanowskiego;69;00-790
Polska;Warszawa;al. Jana Kochanowskiego;16;00-791
Polska;Warszawa;al. Jana Kochanowskiego;15c;00-792
Polska;Warszawa;al. Jana Kochanowskiego;34a;00-793
Polska;Warszawa;al. Jana Kochanowskiego;19;00-794
Polska;Warszawa;al. Jana Kochanowskiego;31;00-795
Polska;Warszawa;al. Jana Kochanowskiego;18;00-800
Polska;Warszawa;al. Marcina Kromera;59;00-801
Polska;Warszawa;al. Marcina Kromera;84;00-802
Polska;Warszawa;al. Marcina Kromera;23;00-803
Polska;Warszawa;al. Marcina Kromera;24a;00-804
Polska;Warszawa;al. Marcina Kromera;85;00-805
Polska;Warszawa;al. Marcina Kromera;17;00-806
Polska;Warszawa;al. Marcina Kromera;34b;00-807
Polska;Warszawa;al. Marcina Kromera;39b;00-808
Polska;Warszawa;al. Marcina Kromera;56;00-809
Polska;Warszawa;al. Marcina Kromera;4;00-810
Polska;Warszawa;al. Marcina Kromera;67;00-811
Polska;Warszawa;al. Marcina Kromera;1;00-812
Polska;Warszawa;al. Marcina Kromera;76;00-813
Polska;Warszawa;al. Marcina Kromera;36;00-814
Polska;Warszawa;al. Marcina Kromera;99;00-815
Polska;Warszawa;al. Marcina Kromera;16;00-816
Polska;Warszawa;al. Marcina Kromera;8;00-817
Polska;Warszawa;al. Marcina Kromera;69;00-818
Polska;Warszawa;al. Marcina Kromera;92;00-819
Polska;Warszawa;al. Marcina Kromera;74a;00-820
Polska;Warszawa;al. Marcina Kromera;26;00-821
Polska;Warszawa;al. Marcina Kromera;70;00-822
Polska;Warszawa;al. Marcina Kromera;92;00-823
Polska;Warszawa;al. Marcina Kromera;19;00-824
Polska;Warszawa;al. Marcina Kromera;63a;00-825
Polska;Warszawa;al. Marcina Kromera;54c;00-826
Polska;Warszawa;al. Marcina Kromera;84a;00-827
Polska;Warszawa;al. Marcina Kromera;82;00-828
Polska;Warszawa;al. Marcina Kromera;27;00-830
Polska;Warszawa;al. Marcina Kromera;78;00-831
Polska;Warszawa;al. Marcina Kromera;40;00-832
Polska;Warszawa;al. Marcina Kromera;78c;00-833
Polska;Warszawa;al. Marcina Kromera;17c;00-834
Polska;Warszawa;al. Marcina Kromera;53;00-835
Polska;Warszawa;al. Marcina Kromera;22;00-836
Polska;Warszawa;al. Marcina Kromera;74b;00-837
Polska;Warszawa;al. Marcina Kromera;100;00-838
Polska;Warszawa;al. Marcina Kromera;92a;00-839
Polska;Warszawa;al. Marcina Kromera;26c;00-840
Polska;Warszawa;al. Marcina Kromera;14;00-841
Polska;Warszawa;al. Marcina Kromera;90;00-842
Polska;Warszawa;al. Marcina Kromera;52;00-844
Polska;Warszawa;al. Marcina Kromera;97a;00-845
Polska;Warszawa;al. Marcina Kromera;37c;00-846
Polska;Warszawa;al. Marcina Kromera;2;00-847
Polska;Warszawa;al. Marcina Kromera;54a;00-848
Polska;Warszawa;al. Marcina Kromera;96c;00-849
Polska;Warszawa;al. Marcina Kromera;92;00-850
Polska;Warszawa;al. Marcina Kromera;54;00-851
Polska;Warszawa;al. Marcina Kromera;96;00-852
Polska;Warszawa;al. Marcina Kromera;72c;00-853
Polska;Warszawa;al. Marcina Kromera;9;00-854
Polska;Warszawa;al. Marcina Kromera;100;00-854
Polska;Warszawa;al. Marcina Kromera;5;00-855
Polska;Warszawa;al. Marcina Kromera;66;00-862
Polska;Warszawa;al. Marcina Kromera;94c;00-863
Polska;Warszawa;al. Marcina Kromera;46;00-864
Polska;Warszawa;al. Lipowa;88;00-865
Polska;Warszawa;al. Lipowa;97;00-866
Polska;Warszawa;al. Lipowa;66;00-867
Polska;Warszawa;al. Lipowa;59;00-867
Polska;Warszawa;al. Lipowa;15c;00-868
Polska;Warszawa;al. Lipowa;76b;00-869
Polska;Warszawa;al. Lipowa;79;00-870
Polska;Warszawa;al. Lipowa;97c;00-871
Polska;Warszawa;al. Lipowa;27a;00-872
Polska;Warszawa;al. Lipowa;56;00-873
Polska;Warszawa;al. Lipowa;75;00-874
Polska;Warszawa;al. Lipowa;70b;00-875
Polska;Warszawa;al. Lipowa;55;00-876
Polska;Warszawa;al. Lipowa;81;00-877
Polska;Warszawa;al. Lipowa;18;00-878
Polska;Warszawa;al. Lipowa;13a;00-879
Polska;Warszawa;al. Lipowa;3;00-888
Polska;Warszawa;al. Lipowa;20a;00-890
Polska;Warszawa;al. Lipowa;90;00-891
Polska;Warszawa;al. Lipowa;65;00-892
Polska;Warszawa;al. Lipowa;77;00-893
Polska;Warszawa;al. Lipowa;84b;00-894
Polska;Warszawa;al. Lipowa;77;00-895
Polska;Warszawa;al. Lipowa;81;00-895
Polska;Warszawa;al. Lipowa;72;00-896
Polska;Warszawa;al. Lipowa;58;00-897
Polska;Warszawa;al. Lipowa;87;00-898
Polska;Warszawa;al. Lipowa;25;00-899
Polska;Warszawa;al. Lipowa;44;00-900
Polska;Warszawa;al. Lipowa;33;00-900
Polska;Warszawa;al. Lipowa;45a;00-901
Polska;Warszawa;al. Lipowa;41;00-901
Polska;Warszawa;al. Lipowa;95a;00-902
Polska;Warszawa;al. Lipowa;93b;00-902
Polska;Warszawa;al. Lipowa;11;00-904
Polska;Warszawa;al. Lipowa;66;00-904
Polska;Warszawa;al. Lipowa;63;00-905
Polska;Warszawa;al. Lipowa;74a;00-905
Polska;Warszawa;al. Lipowa;57;00-906
Polska;Warszawa;al. Lipowa;86;00-906
Polska;Warszawa;al. Lipowa;51;00-908
Polska;Warszawa;al. Lipowa;61b;00-908
Polska;Warszawa;al. Lipowa;67;00-909
Polska;Warszawa;al. Jana Matejki;14;00-909
Polska;Warszawa;al. Jana Matejki;77;00-910
Polska;Warszawa;al. Jana Matejki;84;00-910
Polska;Warszawa;al. Jana Matejki;42;00-910
Polska;Warszawa;al. Jana Matejki;10c;00-910
Polska;Warszawa;al. Jana Matejki;17;00-910
Polska;Warszawa;al. Jana Matejki;14b;00-910
Polska;Warszawa;al. Jana Matejki;98;00-910
Polska;Warszawa;al. Jana Matejki;88;00-910
Polska;Warszawa;al. Jana Matejki;90;00-910
Polska;Warszawa;al. Jana Matejki;80;00-911
Polska;Warszawa;al. Jana Matejki;6b;00-911
Polska;Warszawa;al. Jana Matejki;16;00-912
Polska;Warszawa;al. Jana Matejki;47;00-912
Polska;Warszawa;al. Jana Matejki;86b;00-914
Polska;Warszawa;al. Jana Matejki;51;00-914
Polska;Warszawa;al. Jana Matejki;90b;00-915
Polska;Warszawa;al. Jana Matejki;65c;00-916
Polska;Warszawa;al. Jana Matejki;41;00-916
Polska;Warszawa;al. Jana Matejki;26;00-918
Polska;Warszawa;al. Jana Matejki;89c;00-918
Polska;Warszawa;al. Jana Matejki;53;00-919
Polska;Warszawa;al. Jana Matejki;100;00-920
Polska;Warszawa;al. Jana Matejki;61;00-920
Polska;Warszawa;al. Jana Matejki;23a;00-921
Polska;Warszawa;al. Jana Matejki;37;00-921
Polska;Warszawa;al. Jana Matejki;13;00-922
Polska;Warszawa;al. Jana Matejki;13;00-922
Polska;Warszawa;al. Jana Matejki;61;00-923
Polska;Warszawa;al. Jana Matejki;48;00-923
Polska;Warszawa;al. Jana Matejki;35b;00-924
Polska;Warszawa;al. Jana Matejki;67;00-924
Polska;Warszawa;al. Jana Matejki;60;00-925
Polska;Warszawa;al. Jana Matejki;26b;00-925
Polska;Warszawa;al. Jana Matejki;86;00-926
Polska;Warszawa;al. Ignacego Jana Paderewskiego;34;00-926
Polska;Warszawa;al. Ignacego Jana Paderewskiego;83;00-927
Polska;Warszawa;al. Ignacego Jana Paderewskiego;46b;00-927
Polska;Warszawa;al. Ignacego Jana Paderewskiego;9;00-928
Polska;Warszawa;al. Ignacego Jana Paderewskiego;94;00-928
Polska;Warszawa;al. Ignacego Jana Paderewskiego;85;00-928
Polska;Warszawa;al. Ignacego Jana Paderewskiego;70b;00-929
Polska;Warszawa;al. Ignacego Jana Paderewskiego;15;00-930
Polska;Warszawa;al. Ignacego Jana Paderewskiego;12a;00-930
Polska;Warszawa;al. Ignacego Jana Paderewskiego;63;00-931
Polska;Warszawa;al. Ignacego Jana Paderewskiego;87c;00-932
Polska;Warszawa;al. Ignacego Jana Paderewskiego;8;00-933
Polska;Warszawa;al. Ignacego Jana Paderewskiego;43;00-933
Polska;Warszawa;al. Ignacego Jana Paderewskiego;66;00-934
Polska;Warszawa;al. Ignacego Jana Paderewskiego;15;00-937
Polska;Warszawa;al. Ignacego Jana Paderewskiego;29;00-939
Polska;Warszawa;al. Ignacego Jana Paderewskiego;94;00-940
Polska;Warszawa;al. Ignacego Jana Paderewskiego;37;00-941
Polska;Warszawa;al. Ignacego Jana Paderewskiego;78;00-942
Polska;Warszawa;al. Ignacego Jana Paderewskiego;100;00-943
Polska;Warszawa;al. Ignacego Jana Paderewskiego;52b;00-944
Polska;Warszawa;al. Ignacego Jana Paderewskiego;34;00-945
Polska;Warszawa;al. Ignacego Jana Paderewskiego;81;00-950
Polska;Warszawa;al. Ignacego Jana Paderewskiego;61a;00-951
Polska;Warszawa;al. Ignacego Jana Paderewskiego;13;00-952
Polska;Warszawa;al. Ignacego Jana Paderewskiego;61a;00-953
Polska;Warszawa;al. Ignacego Jana Paderewskiego;41;00-954
Polska;Warszawa;al. Ignacego Jana Paderewskiego;86;00-955
Polska;Warszawa;al. Ignacego Jana Paderewskiego;46;00-956
Polska;Warszawa;al. Piastów;39;00-957
Polska;Warszawa;al. Piastów;6b;00-958
Polska;Warszawa;al. Piastów;15;00-959
Polska;Warszawa;al. Piastów;5;00-960
Polska;Warszawa;al. Piastów;6;00-961
Polska;Warszawa;al. Piastów;72c;00-962
Polska;Warszawa;al. Piastów;87;00-963
Polska;Warszawa;al. Piastów;85a;00-964
Polska;Warszawa;al. Piastów;12b;00-965
Polska;Warszawa;al. Piastów;39;00-965
Polska;Warszawa;al. Piastów;86;00-965
Polska;Warszawa;al. Piastów;77;00-967
Polska;Warszawa;al. Piastów;58;00-968
Polska;Warszawa;al. Piastów;81;00-970
Polska;Warszawa;al. Piastów;99;00-971
Polska;Warszawa;al. Piastów;98;00-972
Polska;Warszawa;al. Piastów;54;00-973
Polska;Warszawa;al. Piastów;29;00-974
Polska;Warszawa;al. Piastów;5;00-975
Polska;Warszawa;al. Piastów;93;00-976
Polska;Warszawa;al. Piastów;6b;00-977
Polska;Warszawa;al. Piastów;22;00-978
Polska;Warszawa;al. Piastów;1;00-979
Polska;Warszawa;al. Piastów;21;00-980
Polska;Warszawa;al. Piastów;98;00-981
Polska;Warszawa;al. Piastów;71a;00-982
Polska;Warszawa;al. Piastów;33b;00-983
Polska;Warszawa;al. Piastów;23c;00-984
Polska;Warszawa;al. Piastów;96;00-986
Polska;Warszawa;al. Piastów;32;00-987
Polska;Warszawa;al. Piastów;1;00-988
Polska;Warszawa;al. Piastów;33;00-989
Polska;Warszawa;al. Piastów;66;00-991
Polska;Warszawa;al. Piastów;39;00-992
Polska;Warszawa;al. Piastów;100;00-993
Polska;Warszawa;al. Piastów;59;00-996
Polska;Warszawa;al. Piastów;93;00-997
Polska;Warszawa;al. Piastów;55;00-998
